aa,aa
ae,ae
ae,a-e
ai,ai
ai,a-i
ao,a-o
ao,ao
au,au
ea,ea
ea,e-a
ee,ee
ee,e-e
ei,ei
ei,e-i
eo,e-o
eo,eo
eu,e-u
eu,eu
ia,i-a
ia,ia
ie,ie
ie,i-e
ii,i-i
io,io
io,i-o
iu,i-u
iu,iu
oa,o-a
oa,oa
oe,oe
oe,o-e
oi,oi
oi,o-i
oo,oo
oo,o-o
ou,ou
ou,o-u
ua,ua
ua,u-a
ue,ue
ue,u-e
ui,ui
ui,u-i
uo,u-o
uo,uo
uu,u-u
uu,uu
