ea,2574,2234
ae,152,5120
ia,1557,3116
ai,1223,5592
oa,574,1725
ao,26,1376
ua,664,1128
au,650,536
ie,2522,5120
ei,453,3300
oe,194,3415
eo,373,1708
ue,595,1776
eu,245,1014
oi,549,2704
io,3630,731
ui,649,1301
iu,119,714
uo,149,294
ou,2495,433
aa,14,1299
ee,1189,3656
ii,9,3356
oo,1200,1132
uu,4,151
