ત<=>ક,17,13,4,0.7647058823529411,0.23529411764705882
ક<=>રા,5,0,5,0.0,1.0
રા<=>ર,3,2,1,0.6666666666666666,0.3333333333333333
રે<=>તી,1,0,1,0.0,1.0
ત્<=>રી,27,16,11,0.5925925925925926,0.4074074074074074
રી<=>જ,1,0,1,0.0,1.0
હા<=>થ,4,4,0,1.0,0.0
થ<=>ચા,1,0,1,0.0,1.0
ચા<=>લા,3,0,3,0.0,1.0
લા<=>કી,2,0,2,0.0,1.0
હૃ<=>દ,4,0,4,0.0,1.0
દ<=>ય,6,6,0,1.0,0.0
ય<=>દ્,1,0,1,0.0,1.0
દ્<=>રા,3,2,1,0.6666666666666666,0.3333333333333333
રા<=>વ,14,7,7,0.5,0.5
વ<=>ક,10,9,1,0.9,0.1
ત્<=>રૈ,2,2,0,1.0,0.0
રૈ<=>મા,1,0,1,0.0,1.0
મા<=>સિ,3,0,3,0.0,1.0
સિ<=>ક,7,7,0,1.0,0.0
હ<=>ળ,6,6,0,1.0,0.0
ળ<=>દ,3,1,2,0.3333333333333333,0.6666666666666666
દ<=>ર,35,31,4,0.8857142857142857,0.11428571428571428
શ્<=>રે,1,1,0,1.0,0.0
રે<=>ષ્,1,1,0,1.0,0.0
ષ્<=>ઠિ,1,0,1,0.0,1.0
હો<=>ળી,1,0,1,0.0,1.0
શ્<=>ર,7,6,1,0.8571428571428571,0.14285714285714285
ર<=>ધ્,2,2,0,1.0,0.0
ધ્<=>ધા,5,1,4,0.2,0.8
ધા<=>ળું,1,0,1,0.0,1.0
હા<=>લ,9,7,2,0.7777777777777778,0.2222222222222222
લ<=>ક,15,11,4,0.7333333333333333,0.26666666666666666
ક<=>ડો,12,0,12,0.0,1.0
ડો<=>લ,3,2,1,0.6666666666666666,0.3333333333333333
લ<=>ક,15,11,4,0.7333333333333333,0.26666666666666666
ક્<=>ષે,5,3,2,0.6,0.4
ષે<=>ત્,2,2,0,1.0,0.0
ત્<=>ર,60,28,32,0.4666666666666667,0.5333333333333333
હે<=>વા,4,0,4,0.0,1.0
વા<=>લ,5,5,0,1.0,0.0
ત્<=>રા,13,8,5,0.6153846153846154,0.38461538461538464
